web-scraper-order,web-scraper-start-url,location-name,location-address-street,location-address-locality,location-address-region,location-address-postal-code,location-contact-phone-main,location-contact-url-main,location-contact-url-main-href,link-location-address-locality,link-location-address-locality-href,link-location-address-region,link-location-address-region-href
"1584542107-1177","https://locations.dignityhealth.org/","Warner Park Outpatient Surgery Center","604 W Warner Rd","Chandler","AZ","85225","(480) 899-2571","Warner Park Outpatient Surgery Center","https://locations.dignityhealth.org/warner-park-outpatient-surgery-center-chandler-az","Tempe","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-tempe-tempe-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542040-1028","https://locations.dignityhealth.org/","Dignity Health Urgent Care - Lompoc","217 W Central Ave","Lompoc","CA","93436","(805) 735-4292","Dignity Health Urgent Care - Lompoc","https://locations.dignityhealth.org/dignity-health-urgent-care-lompoc-lompoc-ca","Lompoc","https://locations.dignityhealth.org/lompoc-ca","California","https://locations.dignityhealth.org/california"
"1584542139-1234","https://locations.dignityhealth.org/","Dignity Health Urgent Care in Gilbert","1501 N Gilbert Rd","null","AZ","85234","(480) 728-4100","Dignity Health Urgent Care in Gilbert","https://locations.dignityhealth.org/dignity-health-urgent-care-in-gilbert-gilbert-az","Gilbert","https://locations.dignityhealth.org/gilbert-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542118-1197","https://locations.dignityhealth.org/","Dignity Health Medical Group Maternal Fetal Medicine - St. Joseph's","500 W Thomas Rd","Phoenix","AZ","85013","(602) 406-7048","Dignity Health Medical Group Maternal Fetal Medicine - St. Joseph's","https://locations.dignityhealth.org/dignity-health-medical-group-maternal-fetal-medicine-st-joseph's-phoenix-az","Phoenix","https://locations.dignityhealth.org/phoenix-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542074-1107","https://locations.dignityhealth.org/","Mercy Cancer Center - San Juan","6511 Coyle Avenue","null","CA","95608","(916) 863-8700","Mercy Cancer Center - San Juan","https://locations.dignityhealth.org/mercy-cancer-center-san-juan-carmichael-ca","Carmichael","https://locations.dignityhealth.org/carmichael-ca","California","https://locations.dignityhealth.org/california"
"1584541983-836","https://locations.dignityhealth.org/","Mercy General Hospital","4001 J St","null","CA","95819","(916) 453-4545","Mercy General Hospital","https://locations.dignityhealth.org/mercy-general-hospital-sacramento-ca","Sacramento","https://locations.dignityhealth.org/sacramento-ca","California","https://locations.dignityhealth.org/california"
"1584541992-888","https://locations.dignityhealth.org/","Mercy Regional Cancer Center","2175 Rosaline Ave","null","CA","96001","(530) 225-7479","Mercy Regional Cancer Center","https://locations.dignityhealth.org/mercy-regional-cancer-center-redding-ca","Redding","https://locations.dignityhealth.org/redding-ca","California","https://locations.dignityhealth.org/california"
"1584542031-976","https://locations.dignityhealth.org/","Mercy UC Davis Cancer Center","3850 G St","null","CA","95340","(209) 564-3600","Mercy UC Davis Cancer Center","https://locations.dignityhealth.org/mercy-uc-davis-cancer-center-merced-ca","Merced","https://locations.dignityhealth.org/merced-ca","California","https://locations.dignityhealth.org/california"
"1584541990-872","https://locations.dignityhealth.org/","Sequoia Hospital Center for Total Joint Replacement","170 Alameda de las Pulgas","null","CA","94062","(650) 367-5632","Sequoia Hospital Center for Total Joint Replacement","https://locations.dignityhealth.org/sequoia-hospital-center-for-total-joint-replacement-redwood-city-ca","Redwood City","https://locations.dignityhealth.org/redwood-city-ca","California","https://locations.dignityhealth.org/california"
"1584542049-1054","https://locations.dignityhealth.org/","Rehabilitation Services - Glendale Memorial Hospital and Health Center - Glendale","222 W. Eulalia Street","Glendale","CA","91204","(818) 502-2232","Rehabilitation Services - Glendale Memorial Hospital and Health Center - Glendale","https://locations.dignityhealth.org/rehabilitation-services-glendale-memorial-hospital-and-health-center-glendale-glendale-ca","Glendale","https://locations.dignityhealth.org/glendale-ca","California","https://locations.dignityhealth.org/california"
"1584541959-665","https://locations.dignityhealth.org/","Emergency Room - Mark Twain Medical Center","768 Mountain Ranch Rd","null","CA","95249","(209) 754-3521","Emergency Room - Mark Twain Medical Center","https://locations.dignityhealth.org/emergency-room-mark-twain-medical-center-san-andreas-ca","Valley Springs","https://locations.dignityhealth.org/valley-springs-medical-clinic-valley-springs-ca","California","https://locations.dignityhealth.org/california"
"1584542090-1145","https://locations.dignityhealth.org/","Mercy Hospital Downtown - Bakersfield","2215 Truxtun Ave","null","CA","93301","(661) 632-5000","Mercy Hospital Downtown - Bakersfield","https://locations.dignityhealth.org/mercy-hospital-downtown-bakersfield-bakersfield-ca","Bakersfield","https://locations.dignityhealth.org/bakersfield-ca","California","https://locations.dignityhealth.org/california"
"1584541974-763","https://locations.dignityhealth.org/","Dignity Health - GoHealth Urgent Care Market Street","1600 Market St","null","CA","94102","(415) 746-1812","Dignity Health - GoHealth Urgent Care Market Street","https://locations.dignityhealth.org/dignity-health-gohealth-urgent-care-market-street-san-francisco-ca","San Francisco","https://locations.dignityhealth.org/san-francisco-ca","California","https://locations.dignityhealth.org/california"
"1584542067-1094","https://locations.dignityhealth.org/","St. Elizabeth Outpatient Imaging Center (Lab inside)","2580 Sister Mary Columba Drive","null","CA","96080","(530) 529-9729","St. Elizabeth Outpatient Imaging Center (Lab inside)","https://locations.dignityhealth.org/st-elizabeth-outpatient-imaging-center-(lab-inside)-red-bluff-ca","Corning","https://locations.dignityhealth.org/dignity-health-solano-street-medical-clinic-corning-ca","California","https://locations.dignityhealth.org/california"
"1584542118-1193","https://locations.dignityhealth.org/","Dignity Health Medical Group Family and Sports Medicine - Ahwatukee","4545 E Chandler Blvd","Phoenix","AZ","85048","(480) 728-4400","Dignity Health Medical Group Family and Sports Medicine - Ahwatukee","https://locations.dignityhealth.org/dignity-health-medical-group-family-and-sports-medicine-ahwatukee-phoenix-az","Phoenix","https://locations.dignityhealth.org/phoenix-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542018-931","https://locations.dignityhealth.org/","Dignity Health - Northridge Hospital Medical Center","18300 Roscoe Blvd.","null","CA","91325","(818) 885-8500","Dignity Health - Northridge Hospital Medical Center","https://locations.dignityhealth.org/dignity-health-northridge-hospital-medical-center-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584542085-1133","https://locations.dignityhealth.org/","Dignity Health Medical Group - Dominican","2018 Mission Street","null","CA","95060","(831) 706-2220","Dignity Health Medical Group - Dominican","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-santa-cruz-ca-MED_28","Boulder Creek","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-boulder-creek-ca","California","https://locations.dignityhealth.org/california"
"1584542143-1253","https://locations.dignityhealth.org/","Women's Imaging Center at Chandler Regional Medical Center","1727 West Frye Road","Chandler","AZ","85224","(480) 728-2008","Women's Imaging Center at Chandler Regional Medical Center","https://locations.dignityhealth.org/women's-imaging-center-at-chandler-regional-medical-center-chandler-az","Chandler","https://locations.dignityhealth.org/chandler-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541957-662","https://locations.dignityhealth.org/","Dignity Health Perinatal Center - Ventura","2901 N Ventura Rd","Oxnard","CA","93036","(805) 981-6163","Dignity Health Perinatal Center - Ventura","https://locations.dignityhealth.org/dignity-health-perinatal-center-ventura-oxnard-ca","Ventura","https://locations.dignityhealth.org/dignity-health-infusion-center-ventura-ventura-ca","California","https://locations.dignityhealth.org/california"
"1584542065-1088","https://locations.dignityhealth.org/","Mercy Surgery Center","2175 Rosaline Ave A","null","CA","96001","(530) 225-7400","Mercy Surgery Center","https://locations.dignityhealth.org/mercy-surgery-center-redding-ca","Cottonwood","https://locations.dignityhealth.org/lassen-medical-clinic-cottonwood-ca","California","https://locations.dignityhealth.org/california"
"1584541974-785","https://locations.dignityhealth.org/","San Francisco International Airport (SFO) Medical Clinic","100 International Terminal","San Francisco","CA","94128","(650) 821-5601","San Francisco International Airport (SFO) Medical Clinic","https://locations.dignityhealth.org/san-francisco-international-airport-(sfo)-medical-clinic-san-francisco-ca","San Francisco","https://locations.dignityhealth.org/san-francisco-ca","California","https://locations.dignityhealth.org/california"
"1584542044-1038","https://locations.dignityhealth.org/","Outpatient Neurological Rehabilitation","1345 Whispering Pines Lane","Grass Valley","CA","95945","(530) 274-6733","Outpatient Neurological Rehabilitation","https://locations.dignityhealth.org/outpatient-neurological-rehabilitation-grass-valley-ca","Grass Valley","https://locations.dignityhealth.org/grass-valley-ca","California","https://locations.dignityhealth.org/california"
"1584542078-1119","https://locations.dignityhealth.org/","Folsom Endoscopy Center","1671 Creekside Drive","Folsom","CA","95630","(916) 983-7475","Folsom Endoscopy Center","https://locations.dignityhealth.org/folsom-endoscopy-center-folsom-ca","Cameron Park","https://locations.dignityhealth.org/mercy-medical-group-cameron-park-primary-and-pediatric-care-cameron-park-ca","California","https://locations.dignityhealth.org/california"
"1584541992-883","https://locations.dignityhealth.org/","Dignity Health Medical Group - North State","2780 Eureka Way","null","CA","96001","(530) 229-0360","Dignity Health Medical Group - North State","https://locations.dignityhealth.org/dignity-health-medical-group-north-state-redding-ca-MED_43","Redding","https://locations.dignityhealth.org/redding-ca","California","https://locations.dignityhealth.org/california"
"1584542143-1252","https://locations.dignityhealth.org/","Warner Park Outpatient Surgery Center","604 W Warner Rd","Chandler","AZ","85225","(480) 899-2571","Warner Park Outpatient Surgery Center","https://locations.dignityhealth.org/warner-park-outpatient-surgery-center-chandler-az","Chandler","https://locations.dignityhealth.org/chandler-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542126-1225","https://locations.dignityhealth.org/","Dignity Health Weight Loss Center - Glendale","7300 N 99th Ave","Glendale","AZ","85307","(480) 757-0292","Dignity Health Weight Loss Center - Glendale","https://locations.dignityhealth.org/dignity-health-weight-loss-center-glendale-glendale-az","Goodyear","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-goodyear-goodyear-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584541944-631","https://locations.dignityhealth.org/","Dignity Health Medical Group - Pulmonology & Rheumatology - Henderson, NV","10001 S Eastern Ave","Henderson","NV","89052","(702) 616-5915","Dignity Health Medical Group - Pulmonology & Rheumatology - Henderson, NV","https://locations.dignityhealth.org/dignity-health-medical-group-pulmonology-&-rheumatology-henderson-nv-henderson-nv","Henderson","https://locations.dignityhealth.org/henderson-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584541944-640","https://locations.dignityhealth.org/","WomensCare/Outreach Center - Green Valley - Henderson, NV","2651 Paseo Verde Pkwy","Henderson","NV","89074","(702) 616-4901","WomensCare/Outreach Center - Green Valley - Henderson, NV","https://locations.dignityhealth.org/womenscare/outreach-center-green-valley-henderson-nv-henderson-nv","Henderson","https://locations.dignityhealth.org/henderson-nv","Nevada","https://locations.dignityhealth.org/nevada"
