web-scraper-order,web-scraper-start-url,name,pagination-item,pagination-item-href,address-street,address-locality,address-state,phone-direct,website,website-href,pagination-state,pagination-state-href,pagination-county,pagination-county-href
"1584291048-1027","https://www.countyoffice.org/health-departments/","Marion County Health Department","Marion County Health Department","https://www.countyoffice.org/marion-county-health-department-salem-or-e15/","2035 Davcor Street Southeast","Salem","Oregon","503-585-4900","null","","Oregon","https://www.countyoffice.org/or-health-departments/","Marion County","https://www.countyoffice.org/or-marion-county-health-departments/"
"1584290032-784","https://www.countyoffice.org/health-departments/","Maury County Health Department","Maury County Health Department","https://www.countyoffice.org/maury-county-health-department-columbia-tn-788/","1909 Hampshire Pike","Columbia","Tennessee","931-388-5757","maurycounty-tn.gov","http://www.maurycounty-tn.gov/health/health.htm","Tennessee","https://www.countyoffice.org/tn-health-departments/","Maury County","https://www.countyoffice.org/tn-maury-county-health-departments/"
"1584293133-1586","https://www.countyoffice.org/health-departments/","Raritan Township Health Department","Raritan Township Health Department","https://www.countyoffice.org/raritan-township-health-department-flemington-nj-3ef/","1 Municipal Drive","Flemington","New Jersey","908-806-6100","null","","New Jersey","https://www.countyoffice.org/nj-health-departments/","Hunterdon County","https://www.countyoffice.org/nj-hunterdon-county-health-departments/"
"1584289053-514","https://www.countyoffice.org/health-departments/","Dorset Health Officer","Dorset Health Officer","https://www.countyoffice.org/dorset-health-officer-dorset-vt-870/","112 Mad Tom Road","Dorset","Vermont","802-362-4571","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Bennington County","https://www.countyoffice.org/vt-bennington-county-health-departments/"
"1584299279-4069","https://www.countyoffice.org/health-departments/","Gadsden County Health Department","Gadsden County Health Department","https://www.countyoffice.org/gadsden-county-health-department-havana-fl-10a/","604 5th Avenue East","Havana","Florida","850-539-2888","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Gadsden County","https://www.countyoffice.org/fl-gadsden-county-health-departments/"
"1584295153-2100","https://www.countyoffice.org/health-departments/","Marshfield Board Of Health","Marshfield Board Of Health","https://www.countyoffice.org/marshfield-board-of-health-marshfield-ma-cc0/","870 Moraine Street","Marshfield","Massachusetts","781-834-5558","townofmarshfield.org","http://www.townofmarshfield.org/public_documents/marshfieldma_boh/index","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Plymouth County","https://www.countyoffice.org/ma-plymouth-county-health-departments/"
"1584294289-1888","https://www.countyoffice.org/health-departments/","Leflore County Health Department","Leflore County Health Department","https://www.countyoffice.org/leflore-county-health-department-greenwood-ms-9f6/","2600 Browning Road Extension","Greenwood","Mississippi","662-453-0284","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Leflore County","https://www.countyoffice.org/ms-leflore-county-health-departments/"
"1584299048-3990","https://www.countyoffice.org/health-departments/","Orange County Health Department","Orange County Health Department","https://www.countyoffice.org/orange-county-health-department-orlando-fl-cc2/","12050 East Colonial Drive","Orlando","Florida","407-249-6232","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Orange County","https://www.countyoffice.org/fl-orange-county-health-departments/"
"1584291959-1235","https://www.countyoffice.org/health-departments/","Benson County Nurse","Benson County Nurse","https://www.countyoffice.org/benson-county-nurse-minnewaukan-nd-d3e/","201 Main Street","Minnewaukan","North Dakota","701-473-5444","null","","North Dakota","https://www.countyoffice.org/nd-health-departments/","Benson County","https://www.countyoffice.org/nd-benson-county-health-departments/"
"1584298984-3966","https://www.countyoffice.org/health-departments/","Bartow Health Department","Bartow Health Department","https://www.countyoffice.org/bartow-health-department-bartow-fl-4d3/","1255 Brice Boulevard","Bartow","Florida","863-519-8233","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Polk County","https://www.countyoffice.org/fl-polk-county-health-departments/"
"1584298363-3819","https://www.countyoffice.org/health-departments/","Columbus Health Department","Columbus Health Department","https://www.countyoffice.org/columbus-health-department-richland-ga-da9/","14 Red Hill Rd","Richland","Georgia","229-887-3609","null","","Georgia","https://www.countyoffice.org/ga-health-departments/","Stewart County","https://www.countyoffice.org/ga-stewart-county-health-departments/"
"1584299582-4183","https://www.countyoffice.org/health-departments/","Chatham Health District","Chatham Health District","https://www.countyoffice.org/chatham-health-district-east-hampton-ct-873/","240 Middletown Avenue","East Hampton","Connecticut","860-365-0884","easthamptonct.org","http://www.easthamptonct.org/pages/easthamptonct_health/index","Connecticut","https://www.countyoffice.org/ct-health-departments/","Middlesex County","https://www.countyoffice.org/ct-middlesex-county-health-departments/"
"1584298768-3904","https://www.countyoffice.org/health-departments/","Charlton County Health Department","Charlton County Health Department","https://www.countyoffice.org/charlton-county-health-department-folkston-ga-92e/","1209 3rd Street","Folkston","Georgia","912-496-2561","sehdph.org","http://www.sehdph.org/charlton-county.htm","Georgia","https://www.countyoffice.org/ga-health-departments/","Charlton County","https://www.countyoffice.org/ga-charlton-county-health-departments/"
"1584300138-5063","https://www.countyoffice.org/health-departments/","Riverside County Public Health Department","Riverside County Public Health Department","https://www.countyoffice.org/riverside-county-public-health-department-riverside-ca-dbf/","4065 County Circle Drive","Riverside","California","951-358-5000","rivcoph.org","http://www.rivcoph.org/","California","https://www.countyoffice.org/ca-health-departments/","Riverside County","https://www.countyoffice.org/ca-riverside-county-health-departments/"
"1584292148-1272","https://www.countyoffice.org/health-departments/","Iredell County Health Department","Iredell County Health Department","https://www.countyoffice.org/iredell-county-health-department-mooresville-nc-fdf/","610 East Center Avenue","Mooresville","North Carolina","704-664-5281","null","","North Carolina","https://www.countyoffice.org/nc-health-departments/","Iredell County","https://www.countyoffice.org/nc-iredell-county-health-departments/"
"1584295632-2310","https://www.countyoffice.org/health-departments/","Dukes County Health Department","Dukes County Health Department","https://www.countyoffice.org/dukes-county-health-department-edgartown-ma-bc8/","4 Airport Road","Edgartown","Massachusetts","508-696-3844","null","","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Dukes County","https://www.countyoffice.org/ma-dukes-county-health-departments/"
"1584288107-203","https://www.countyoffice.org/health-departments/","King County Health Department","King County Health Department","https://www.countyoffice.org/king-county-health-department-renton-wa-d9c/","10700 Southeast 174th Street","Renton","Washington","206-296-4955","null","","Washington","https://www.countyoffice.org/wa-health-departments/","King County","https://www.countyoffice.org/wa-king-county-health-departments/"
"1584299076-4000","https://www.countyoffice.org/health-departments/","Florida State Health Department","Florida State Health Department","https://www.countyoffice.org/florida-state-health-department-fernandina-beach-fl-3df/","1015 South 14th Street","Fernandina Beach","Florida","904-879-6606","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Nassau County","https://www.countyoffice.org/fl-nassau-county-health-departments/"
"1584291573-1150","https://www.countyoffice.org/health-departments/","Miami County Health District","Miami County Health District","https://www.countyoffice.org/miami-county-health-district-troy-oh-19c/","510 West Water Street","Troy","Ohio","937-440-8105","miamicountyhealth.net","http://www.miamicountyhealth.net/","Ohio","https://www.countyoffice.org/oh-health-departments/","Miami County","https://www.countyoffice.org/oh-miami-county-health-departments/"
"1584293255-1636","https://www.countyoffice.org/health-departments/","Palisades Park Health Department","Palisades Park Health Department","https://www.countyoffice.org/palisades-park-health-department-palisades-park-nj-ea2/","275 Broad Avenue","Palisades Park","New Jersey","201-585-4106","null","","New Jersey","https://www.countyoffice.org/nj-health-departments/","Bergen County","https://www.countyoffice.org/nj-bergen-county-health-departments/"
"1584288833-416","https://www.countyoffice.org/health-departments/","Town Health Officer - Coventry","Town Health Officer - Coventry","https://www.countyoffice.org/town-health-officer-coventry-coventry-vt-7bd/","168 Main Street","Coventry","Vermont","802-754-2288","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Orleans County","https://www.countyoffice.org/vt-orleans-county-health-departments/"
"1584300235-5094","https://www.countyoffice.org/health-departments/","Madera County Public Health Department","Madera County Public Health Department","https://www.countyoffice.org/madera-county-public-health-department-madera-ca-f09/","14215 Road 28","Madera","California","559-675-7893","madera-county.com","http://www.madera-county.com/publichealth/","California","https://www.countyoffice.org/ca-health-departments/","Madera County","https://www.countyoffice.org/ca-madera-county-health-departments/"
"1584295142-2095","https://www.countyoffice.org/health-departments/","Pembroke Board Of Health","Pembroke Board Of Health","https://www.countyoffice.org/pembroke-board-of-health-pembroke-ma-ed3/","100 Center Street","Pembroke","Massachusetts","781-293-2718","townofpembrokemass.org","http://www.townofpembrokemass.org/boardofhealth.html","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Plymouth County","https://www.countyoffice.org/ma-plymouth-county-health-departments/"
"1584300373-5503","https://www.countyoffice.org/health-departments/","County Of Del Norte Public Health Department","County Of Del Norte Public Health Department","https://www.countyoffice.org/county-of-del-norte-public-health-department-crescent-ca-7d2/","880 Northcrest Drive","Crescent","California","707-464-3191","dnco.org","http://www.dnco.org/cf/pubweb1.cfm?topic=health%20department","California","https://www.countyoffice.org/ca-health-departments/","Del Norte County","https://www.countyoffice.org/ca-del-norte-county-health-departments/"
